Card Type Full Name,Issuing Bank,Card Number,Card Holder's Name,CVV/CVV2,Issue Date,Expiry Date,Billing Date,Card PIN,Credit Limit,Fraud
Visa,Bank of America,4.49569E+15,Kenneth Allison,339,Mar-17,Mar-28,14,3095,45300,0
Japan Credit Bureau,JCB,3.58766E+15,Jospeh D Lawhorn,835,Jun-14,Jun-34,7,1989,101200,1
American Express,American Express,3.48445E+14,Carl V Gilbert,4567,Dec-17,Dec-37,12,258,84200,0
American Express,American Express,3.73579E+14,Neida M Millsaps,7355,Mar-12,Mar-19,7,9974,99200,0
Master Card,Capital One,5.49793E+15,Betty N Sandoval,707,Aug-07,Aug-24,19,9129,55000,0
Diners Club International,Diners Club,3.05083E+13,Alleen S Rusch,884,Nov-10,Nov-26,28,1124,125500,0
Discover,Discover,6.59994E+15,Megan S Browning,114,May-12,May-19,19,3636,88300,0
Discover,Discover,6.01154E+15,Artie Papa,351,Jan-07,Jan-09,12,9988,93300,0
Visa,GE Capital,4.33532E+15,Cynthia K Osborn,622,Dec-07,Dec-20,23,1141,101100,0
Japan Credit Bureau,JCB,3.55472E+15,Cody A Newby,119,Jan-16,Jan-21,27,1428,139500,1
Visa,U.S. Bancorp,4.96479E+15,Don N White,448,Jul-09,Jul-10,26,6203,17300,0
Diners Club International,Diners Club,3.05239E+13,Moshe Tisdale,401,Feb-10,Feb-21,17,4351,60900,0
American Express,USAA,3.72703E+14,Judith Edwards,7927,Feb-15,Feb-16,23,4364,31500,0
Japan Credit Bureau,JCB,3.56147E+15,Sylvester T Styles,538,Oct-11,Oct-23,16,5328,136000,0
Japan Credit Bureau,JCB,3.53838E+15,Curtis B Stone,838,May-13,May-29,19,6300,141700,0
Japan Credit Bureau,JCB,3.53097E+15,Daniel Rosenfeld,377,Jul-11,Jul-24,22,1159,152900,1
Japan Credit Bureau,JCB,3.53287E+15,Derrick N Tyson,118,Aug-15,Aug-21,2,5132,118200,0
American Express,American Express,3.74147E+14,Daisy Botello,7440,Mar-12,Mar-25,15,1942,166400,0
American Express,U.S. Bancorp,3.72289E+14,Rodney T Bass,9965,May-07,May-24,17,2204,177500,1
Master Card,GE Capital,5.14416E+15,Dane G Cauthen,408,Mar-13,Mar-18,17,8715,92600,0
American Express,American Express,3.74048E+14,Jean R Whitfield,5285,Nov-10,Nov-29,1,9167,14900,0
Master Card,Capital One,5.47512E+15,Olive Endres,669,Aug-15,Aug-27,21,2231,45600,0
Master Card,USAA,5.3388E+15,Rose N Conner,954,May-08,May-14,28,6651,168400,0
Discover,Discover,6.01142E+15,Therese Clowers,612,May-15,May-30,23,1930,141200,0
Japan Credit Bureau,JCB,3.56321E+15,Yvonne T Scott,583,Jan-13,Jan-25,20,2356,43100,0
Japan Credit Bureau,JCB,3.57953E+15,Floyd M Bannister,590,Apr-07,Apr-25,6,6661,56900,0
Japan Credit Bureau,JCB,3.54287E+15,Beth Hines,583,Dec-16,Dec-27,13,3872,84600,0
Japan Credit Bureau,JCB,3.56051E+15,Berry C Mcclean,326,Nov-16,Nov-25,28,1235,19400,0
Visa,Bank of America,4.426E+15,Lauren Harrison,158,May-08,May-10,15,4033,54300,0
Discover,Discover,6.01167E+15,Annalee U Dacosta,968,Apr-08,Apr-19,16,5354,182100,0
Master Card,Citibank,5.1209E+15,Lester York,591,Sep-10,Sep-20,2,9125,40000,0
American Express,American Express,3.48469E+14,Lyman B Radtke,8333,Nov-10,Nov-17,17,3984,158200,1
Master Card,Bank of America,5.14791E+15,Howard S Sherman,232,Dec-08,Dec-14,20,2760,51100,0
Visa,U.S. Bancorp,4.71188E+15,Waneta Flake,687,Mar-08,Mar-10,12,746,140500,1
American Express,American Express,3.76226E+14,Douglas O Pickett,2228,Jun-09,Jun-15,15,723,176000,0
Master Card,Bank of America,5.28873E+15,Ulysses Y Lafrance,963,Jan-14,Jan-21,28,8362,144900,1
Discover,Discover,6.48464E+15,Dale Q Carver,321,Jun-09,Jun-19,9,4610,94900,0
Visa,Cabelas WFB,4.21586E+15,Bernadette Purifoy,160,Mar-13,Mar-15,15,2747,44800,0
American Express,Bank of America,3.74917E+14,Henry Dotson,5144,Aug-08,Aug-28,23,4568,23100,0
Diners Club International,Diners Club,3.01866E+13,Tad S Boland,936,Nov-09,Nov-16,28,9788,69200,0
Diners Club International,Diners Club,3.05693E+13,Lorraine E Pitts,988,Mar-13,Mar-25,5,3947,71200,0
Visa,Bank of America,4.49285E+15,Michael X Autry,829,May-13,May-16,12,6390,155400,1
Japan Credit Bureau,JCB,3.52966E+15,Jane L Burris,54,Nov-16,Nov-35,20,1181,191100,0
Master Card,Capital One,5.44932E+15,Joshua F Hickok,936,Aug-15,Aug-33,18,9827,15000,0
Discover,Discover,6.50354E+15,Tammy Z Watson,292,Aug-09,Aug-13,19,6706,72900,0
Diners Club International,Diners Club,3.05238E+13,Fabian T Scurry,56,Sep-12,Sep-27,6,1993,110200,0
Visa,Citibank,4.45666E+15,Angela Kramer,666,Jun-15,Jun-31,1,5231,114200,0
Visa,Capital One,4.16498E+15,Veta A Masters,809,Dec-10,Dec-12,26,7589,170300,1
Discover,Discover,6.01124E+15,Lloyd Brock,179,Jan-07,Jan-13,23,6175,70600,0
Visa,Chase,4.76049E+15,Selene B Stamm,281,Jun-08,Jun-12,20,7815,104400,1
Japan Credit Bureau,JCB,3.54673E+15,Amber T Cantu,170,Feb-14,Feb-24,26,7573,26800,0
Master Card,Bank of America,5.27974E+15,Preston Swisher,410,Apr-16,Apr-22,10,3642,34200,0
American Express,American Express,3.72306E+14,Peter U Farrell,8925,Feb-10,Feb-25,21,1280,10700,0
Japan Credit Bureau,JCB,3.55816E+15,Alla H Latta,895,Sep-07,Sep-24,18,5208,25900,0
Master Card,Bank of America,5.34129E+15,Wesley W Parrish,773,Jul-08,Jul-22,3,9772,134400,1
Discover,Discover,6.01112E+15,Olene S Calzada,899,Jan-08,Jan-26,28,6414,142600,1
Japan Credit Bureau,JCB,3.58656E+15,Dustin B Mccarty,253,Mar-11,Mar-21,10,7360,150600,1
American Express,Bank of America,3.44941E+14,Shayne Scrivner,7772,Sep-17,Sep-23,14,6277,159400,0
Visa,U.S. Bancorp,4.76372E+15,Christopher Y Raymond,270,Jun-07,Jun-17,27,1137,22600,0
Master Card,Barclays,5.14069E+15,Fredricka Mancilla,348,Aug-12,Aug-20,15,1102,39500,0
Visa,Chase,4.18336E+15,Rosa Y Zimmerman,939,Oct-10,Oct-24,1,9452,111800,1
Discover,Discover,6.01169E+15,Alberta Eagan,210,Dec-10,Dec-18,27,4036,36700,0
Diners Club International,Diners Club,3.09491E+13,Darlene T Lang,735,Apr-09,Apr-29,7,8253,14700,0
American Express,American Express,3.41727E+14,Gertrud Reagan,8146,Nov-07,Nov-18,26,1074,97900,0
American Express,Bank of America,3.76262E+14,Teresa K Chambers,5210,Nov-11,Nov-15,2,8073,70600,0
Master Card,Bank of America,5.15069E+15,Randall Y Yeager,976,Dec-08,Dec-24,10,5063,186500,0
Diners Club International,Diners Club,3.01977E+13,Vanessa Giles,5,Jun-08,Jun-23,19,7012,105000,1
Visa,Chase,4.13519E+15,Lawanna F Werner,225,Oct-11,Oct-15,24,1781,156200,1
Discover,Discover,6.01183E+15,Marvin X Burks,244,Dec-12,Dec-16,23,7496,95600,0
American Express,American Express,3.75535E+14,Aldo S Deangelis,4698,Sep-08,Sep-18,20,4655,129100,0
American Express,American Express,3.75531E+14,Jim F Bowman,4162,Nov-16,Nov-32,5,7144,81100,0
Japan Credit Bureau,JCB,3.55751E+15,Haywood Messina,797,Jul-09,Jul-23,2,7160,103500,1
American Express,U.S. Bancorp,3.79164E+14,Francis Bray,4278,Apr-13,Apr-22,12,6540,103800,0
American Express,USAA,3.41385E+14,Gwyneth E Travers,3717,Feb-07,Feb-25,16,4488,31000,0
Master Card,GE Capital,5.21359E+15,Juanita I Christensen,65,Dec-14,Dec-26,22,9247,72900,0
American Express,USAA,3.7465E+14,Jerome N Marti,5836,Apr-10,Apr-19,28,8537,132200,0
Discover,Discover,6.5224E+15,Kimberly Emerson,392,Dec-15,Dec-21,21,1843,52900,0
Diners Club International,Diners Club,3.01331E+13,Deirdre I Harlow,214,Feb-11,Feb-28,15,2772,125900,0
Japan Credit Bureau,JCB,3.56814E+15,Elaine X Hubbard,969,Dec-08,Dec-21,16,4321,199500,1
Discover,Discover,6.01185E+15,Thanh B Daniel,184,Dec-13,Dec-25,25,6042,87200,0
American Express,American Express,3.76044E+14,Eric Wiggins,6530,Jul-12,Jul-16,11,3647,182300,0
Diners Club International,Diners Club,3.03353E+13,Dino G Wan,37,Jan-07,Jan-10,19,6903,182700,1
American Express,Bank of America,3.45421E+14,Juan M Gordon,9263,Nov-10,Nov-24,1,5797,72700,0
Diners Club International,Diners Club,3.01299E+13,Myra E Rayner,673,Oct-17,Oct-20,26,2507,193800,1
Diners Club International,Diners Club,3.09234E+13,Matthew Pollard,899,Apr-15,Apr-27,7,4080,160400,1
Master Card,Bank of America,5.22078E+15,Amiee K Weidman,204,Oct-15,Oct-18,15,8626,162200,0
Visa,Chase,4.31212E+15,Frederick G Dawson,210,Aug-13,Aug-33,15,4067,60100,0
Diners Club International,Diners Club,3.09611E+13,Grant D Porch,793,Apr-15,Apr-21,18,9876,122100,1
Discover,Discover,6.01197E+15,Ruth Medina,458,Oct-08,Oct-22,28,7933,181200,0
Discover,Discover,6.4488E+15,Ian D Chaparro,289,Aug-16,Aug-33,1,1687,160200,1
Diners Club International,Diners Club,3.02866E+13,Fred K Riley,462,Oct-08,Oct-10,28,3521,123100,0
Discover,Discover,6.46312E+15,Lester L Royal,156,May-07,May-26,17,8110,189900,0
American Express,American Express,3.4027E+14,Vanessa S Waller,8227,Jul-11,Jul-28,3,5949,15800,0
American Express,U.S. Bancorp,3.77593E+14,Carolann A Skelton,5976,May-16,May-31,24,1989,19100,0
Master Card,Capital One,5.38837E+15,Marion Riggs,895,Jul-08,Jul-20,3,2070,33800,0
Diners Club International,Diners Club,3.03547E+13,Edison Q Wentz,248,Sep-09,Sep-18,14,6594,142000,0
Diners Club International,Diners Club,3.05169E+13,Aaron Ewing,685,Sep-15,Sep-33,25,595,14500,0
Discover,Discover,6.01125E+15,Margarito Wharton,715,May-08,May-21,5,251,126400,1
Discover,Discover,6.0114E+15,Phyllis H Ellis,713,Feb-09,Feb-13,11,3186,19800,0
Visa,USAA,4.90337E+15,Sonny Leech,314,Aug-10,Aug-24,7,8045,67600,0
Discover,Discover,6.011E+15,Derek F Pennington,418,Sep-12,Sep-13,27,4350,63200,0
Japan Credit Bureau,JCB,3.54092E+15,Pasquale S Benitez,364,Nov-08,Nov-09,6,7162,170300,0
Diners Club International,Diners Club,3.09905E+13,Marvin K Steele,629,Jan-12,Jan-16,24,425,125600,1
Japan Credit Bureau,JCB,3.57556E+15,Franklyn Wolford,215,Aug-08,Aug-18,13,4914,35800,0
American Express,American Express,3.48695E+14,Joshua U Rosario,3545,Apr-08,Apr-27,23,484,110000,1
Diners Club International,Diners Club,3.04156E+13,Woodrow K Jara,615,Apr-15,Apr-18,14,1037,33700,0
Japan Credit Bureau,JCB,3.54316E+15,Shannon Osborne,583,Nov-07,Nov-26,19,4465,191500,1
Discover,Discover,6.01132E+15,Efrain E Breen,664,Jan-13,Jan-33,4,8295,157000,0
Japan Credit Bureau,JCB,3.54262E+15,Erica Weiss,832,May-07,May-17,21,6339,167600,0
Visa,Chase,4.72776E+15,Sandie P Forbes,302,May-07,May-27,6,7977,165500,0
Visa,Chase,4.98715E+15,April I Larsen,266,Jul-11,Jul-29,7,2632,70700,0
Japan Credit Bureau,JCB,3.55498E+15,Wilfredo G Rankin,839,Feb-11,Feb-21,16,9332,123300,1
Japan Credit Bureau,JCB,3.57152E+15,Jeff L Noble,302,Feb-07,Feb-24,1,9110,173800,0
Diners Club International,Diners Club,3.00067E+13,Lorenzo B Brunner,833,Oct-15,Oct-16,17,4519,98600,0
American Express,U.S. Bancorp,3.786E+14,Clarence X Reilly,2704,Jan-08,Jan-17,14,937,83600,0
Diners Club International,Diners Club,3.80338E+13,Harlan O Forrester,515,Nov-13,Nov-25,21,3123,125900,1
American Express,American Express,3.41831E+14,Henry Weeks,5095,Nov-08,Nov-24,7,4127,89900,0
American Express,Bank of America,3.42255E+14,Ashlea Y Barto,7292,Mar-15,Mar-28,2,2799,56400,0
Master Card,Bank of America,5.44885E+15,Beatrice T Craig,718,Jun-10,Jun-22,7,8599,189200,0
Master Card,U.S. Bancorp,5.33095E+15,Wally B Mckeehan,494,Nov-17,Nov-24,16,5126,109500,0
Japan Credit Bureau,JCB,3.53121E+15,Maria A Richards,215,Oct-17,Oct-35,26,5638,45600,0
Master Card,Bank of America,5.15304E+15,Terence K Staples,965,Sep-10,Sep-13,26,8203,136500,1
Visa,Cabelas WFB,4.64785E+15,Michael I Nunez,484,Feb-10,Feb-18,4,5087,154300,0
American Express,American Express,3.46204E+14,Karyl P Reddick,4271,May-08,May-27,18,71,25200,0
American Express,American Express,3.43748E+14,Dolores M Emerson,8439,Apr-17,Apr-31,15,84,152500,1
Japan Credit Bureau,JCB,3.5621E+15,Louie Hedges,569,Oct-13,Oct-27,27,9524,111400,1
Japan Credit Bureau,JCB,3.57491E+15,Victoria Pruitt,741,May-17,May-33,18,9640,150700,1
Diners Club International,Diners Club,3.00439E+13,Frankie Minard,769,Feb-08,Feb-17,7,3357,130000,1
American Express,American Express,3.44183E+14,Marjorie G Mcdowell,8364,Aug-11,Aug-14,13,1888,174000,0
American Express,USAA,3.49705E+14,Hobert X Samaniego,170,Jun-14,Jun-20,1,1623,37400,0
Diners Club International,Diners Club,3.0984E+13,Robin Q Fisher,464,Oct-13,Oct-28,6,3307,68900,0
Visa,U.S. Bancorp,4.51329E+15,Jacqui B Gustafson,894,Jul-08,Jul-23,17,4966,194100,0
Visa,Chase,4.86142E+15,Bernice Sanchez,13,Jan-14,Jan-22,15,1733,193600,1
Visa,Chase,4.54709E+15,Federico Q Dark,944,Jan-11,Jan-27,19,579,150700,0
Visa,Capital One,4.60584E+15,Brandon Crane,888,Aug-16,Aug-29,25,3474,20000,0
American Express,USAA,3.47035E+14,Floyd P Zamora,8458,Sep-09,Sep-11,4,5864,85700,0
Discover,Discover,6.46584E+15,Herbert B Harrison,539,Mar-10,Mar-26,18,7340,190700,1
Master Card,Capital One,5.43858E+15,Evonne P Rinaldi,651,Aug-10,Aug-18,11,1348,50500,0
Visa,Citibank,4.89895E+15,Doris J Casey,279,Dec-09,Dec-28,27,895,125100,1
Visa,First National,4.77164E+15,Jesenia Mier,759,Jan-09,Jan-17,12,6913,24000,0
Japan Credit Bureau,JCB,3.55652E+15,Tommy V Mercado,120,Jul-14,Jul-16,15,6755,42600,0
Visa,Citibank,4.14417E+15,Karine Q Valley,388,Oct-10,Oct-15,25,7921,21000,0
Diners Club International,Diners Club,3.01289E+13,Samuel Morton,52,Nov-12,Nov-30,5,9227,161700,0
Diners Club International,Diners Club,3.09078E+13,Jeannetta E Hollinger,346,Feb-08,Feb-11,25,271,118200,0
American Express,U.S. Bancorp,3.73191E+14,Glenn A Bradford,1208,Aug-17,Aug-35,2,4126,146300,0
Discover,Discover,6.01118E+15,Duncan G Frazee,132,Aug-14,Aug-25,19,5976,119100,0
Master Card,GE Capital,5.19523E+15,Louis G Williams,121,Oct-12,Oct-27,23,7055,17900,0
Japan Credit Bureau,JCB,3.55815E+15,Ashley Laughlin,206,Aug-12,Aug-22,6,3301,145200,0
American Express,U.S. Bancorp,3.7324E+14,Janet F England,2150,May-08,May-19,16,7986,185100,0
Discover,Discover,6.01197E+15,Kenyatta K Spry,526,Mar-08,Mar-17,25,8039,70900,0
Japan Credit Bureau,JCB,3.57775E+15,Carrie P Dorsey,704,Jul-09,Jul-10,8,2431,194900,0
Discover,Discover,6.22678E+15,Jules E Whitcomb,858,Mar-17,Mar-24,21,4979,134400,0
Master Card,Bank of America,5.36703E+15,Scott K Dickerson,486,Jan-07,Jan-24,13,2036,35000,0
Japan Credit Bureau,JCB,3.56078E+15,Emmitt Alston,421,Dec-15,Dec-30,10,1137,165600,1
Master Card,Bank of America,5.25671E+15,Jim Q Larsen,602,Oct-08,Oct-15,26,9898,74800,0
Japan Credit Bureau,JCB,3.55007E+15,Herbert Gomez,10,Sep-13,Sep-18,1,4798,50200,0
Discover,Discover,6.0118E+15,Ricky W Mcfarland,570,May-14,May-25,3,8421,147600,0
Visa,Bank of America,4.67042E+15,Christa X Bushnell,147,Jul-12,Jul-19,26,6955,105800,1
American Express,American Express,3.4117E+14,Norma H Parsons,2563,Apr-13,Apr-14,26,25,38900,0
American Express,American Express,3.43518E+14,Tanisha F Woolery,1052,Aug-17,Aug-34,3,4175,91700,0
Japan Credit Bureau,JCB,3.56209E+15,Justin Z Ayers,817,Jul-10,Jul-23,1,3517,79700,0
American Express,American Express,3.70545E+14,Belen Truax,5770,Nov-08,Nov-14,3,4492,186900,0
American Express,American Express,3.45255E+14,Sue D Horn,4903,Aug-15,Aug-21,19,1439,20500,0
Master Card,Bank of America,5.27428E+15,Marleen B Dorris,751,Aug-13,Aug-17,8,355,90000,0
American Express,American Express,3.44465E+14,Howard Bailey,5171,Jul-15,Jul-22,9,6208,112700,1
American Express,American Express,3.46148E+14,Ossie Kain,6894,Jul-07,Jul-25,22,5219,52400,0
American Express,American Express,3.48363E+14,Leon G Buchanan,4999,Jun-15,Jun-29,7,5354,197900,1
Visa,Citibank,4.64481E+15,Reinaldo Simmons,312,Jun-13,Jun-30,1,2823,93000,0
Diners Club International,Diners Club,3.00557E+13,Dennis Mercer,45,Dec-09,Dec-23,5,8671,66600,0
Visa,Chase,4.44699E+15,Teressa M Flemming,705,Dec-17,Dec-23,12,734,158700,1
Visa,Chase,4.5235E+15,Sylvia D Patel,203,May-14,May-26,3,2602,22100,0
Master Card,Bank of America,5.49135E+15,Adelaida D Barksdale,345,Jun-08,Jun-19,8,2203,48100,0
Discover,Discover,6.01168E+15,Anita Blevins,235,Sep-08,Sep-12,23,9653,64200,0
Master Card,Citibank,5.17142E+15,Dwana E Cogan,468,Sep-10,Sep-26,8,2916,54700,0
Master Card,Bank of America,5.22324E+15,Mildred Holmes,50,Oct-09,Oct-13,9,3168,145500,0
Visa,USAA,4.99292E+15,Alane K Beeson,452,Jul-17,Jul-36,20,1671,101700,0
American Express,Bank of America,3.78281E+14,Alfred Solomon,2902,Feb-09,Feb-11,21,257,10600,0
Japan Credit Bureau,JCB,3.58254E+15,Cherie Mendiola,3,Mar-10,Mar-14,1,6585,131500,1
Visa,Capital One,4.75093E+15,Shirley G Berg,761,Mar-15,Mar-26,15,8216,24100,0
Discover,Discover,6.01178E+15,Geraldo R Groh,433,Feb-11,Feb-24,21,855,186500,1
Diners Club International,Diners Club,3.01312E+13,Michael O Villarreal,284,Apr-09,Apr-29,28,2219,72000,0
Master Card,Capital One,5.25257E+15,Gaylord Y Brockman,944,Mar-14,Mar-27,19,4658,188000,0
American Express,American Express,3.7129E+14,John P Mathews,4778,Oct-08,Oct-23,20,4624,130600,0
American Express,American Express,3.43499E+14,Gabriel D Siu,7512,Dec-16,Dec-29,1,2247,36500,0
Discover,Discover,6.01153E+15,Teresa Nichols,478,Sep-10,Sep-14,23,8690,60300,0
Master Card,Citibank,5.14217E+15,Leslee N Heller,790,Feb-13,Feb-19,14,5802,134600,0
Diners Club International,Diners Club,3.0244E+13,Adam R Horne,215,Oct-15,Oct-34,24,2016,33100,0
Discover,Discover,6.58699E+15,Frances Brunson,723,Jun-08,Jun-21,7,105,199700,1
Diners Club International,Diners Club,3.02845E+13,Yolanda Z Coffey,345,May-07,May-18,16,7522,197100,1
American Express,American Express,3.71059E+14,Van Haber,5649,Jan-13,Jan-29,11,4592,174400,1
Discover,Discover,6.01197E+15,Stanley K Everett,517,Feb-14,Feb-30,27,2287,131800,1
Japan Credit Bureau,JCB,3.55514E+15,Ivory M Wrenn,510,Nov-17,Nov-18,26,1860,56900,0
Discover,Discover,6.01168E+15,Donna W Mcdonald,940,Apr-14,Apr-18,25,7042,22900,0
Discover,Discover,6.01166E+15,Alverta K Waggoner,762,Aug-07,Aug-12,15,4170,81600,0
Diners Club International,Diners Club,3.05544E+13,Edna E Wall,432,Oct-07,Oct-23,8,1644,23300,0
Discover,Discover,6.45032E+15,Luciano C Leggett,521,Jan-10,Jan-27,21,2027,70300,0
Japan Credit Bureau,JCB,3.53953E+15,Kenneth K Gates,208,Aug-10,Aug-13,2,4338,16300,0
Master Card,Citibank,5.26721E+15,Lanny V Hampton,434,Sep-16,Sep-26,5,1395,47800,0
Japan Credit Bureau,JCB,3.53687E+15,Mark L Barrera,727,Mar-07,Mar-21,28,5126,142400,1
Discover,Discover,6.01114E+15,Rosana Y Stevenson,970,Jun-13,Jun-15,28,8602,87400,0
Visa,Capital One,4.26264E+15,Diane J Bennett,706,Jul-17,Jul-26,19,6040,28900,0
Discover,Discover,6.01147E+15,Laurence D Head,915,Feb-10,Feb-18,20,4506,55400,0
Diners Club International,Diners Club,3.05313E+13,Ashley N Pacheco,717,May-13,May-30,20,3647,31200,0
American Express,U.S. Bancorp,3.4729E+14,Ashley Cota,4010,Apr-17,Apr-22,4,1979,164000,0
Japan Credit Bureau,JCB,3.53063E+15,Cynthia Hebert,982,Jul-07,Jul-10,12,1598,48100,0
Diners Club International,Diners Club,3.02077E+13,Arlene H Omeara,956,Jul-17,Jul-30,27,3274,58800,0
Discover,Discover,6.53763E+15,Veronica E Albert,119,Dec-12,Dec-18,20,3517,75700,0
Japan Credit Bureau,JCB,3.53566E+15,Joya E Caskey,395,Dec-17,Dec-20,28,6345,103400,1
Japan Credit Bureau,JCB,3.57388E+15,Grace U Duke,597,Jun-17,Jun-20,11,9067,57800,0
Master Card,Bank of America,5.24851E+15,Mitzie D Peck,191,Jul-08,Jul-20,23,1660,23000,0
American Express,U.S. Bancorp,3.4411E+14,Daniel D Monroe,7488,Sep-11,Sep-27,5,8480,60500,0
Visa,Citibank,4.24606E+15,Deandre Swinney,953,Jun-17,Jun-37,20,3597,184500,1
Discover,Discover,6.0116E+15,Tommy A Wilson,717,Dec-08,Dec-17,8,3387,136500,1
Diners Club International,Diners Club,3.02022E+13,Aurelio Mcgovern,334,Jul-13,Jul-20,3,2969,199700,0
American Express,American Express,3.46842E+14,Patrick P Callahan,4928,Oct-15,Oct-19,15,4242,49900,0
American Express,Bank of America,3.71334E+14,Fernanda Mumford,7759,Oct-07,Oct-20,10,9741,35600,0
Visa,Citibank,4.75902E+15,Victoria Wright,242,Sep-17,Sep-31,9,7164,32400,0
Visa,Chase,4.3726E+15,Jamey N Pendley,822,Jan-10,Jan-18,13,7510,120700,0
Master Card,Bank of America,5.40155E+15,Luis W Farley,852,Jul-14,Jul-16,14,5503,177500,0
American Express,Bank of America,3.40463E+14,Melony Kemper,1963,Sep-11,Sep-12,17,3802,28000,0
Japan Credit Bureau,JCB,3.544E+15,Amy L Berger,972,Sep-15,Sep-34,21,3950,116900,0
Visa,Chase,4.47037E+15,Emogene F Childress,686,Jul-15,Jul-17,27,2750,109500,0
Discover,Discover,6.22782E+15,Oscar P Byers,355,Jul-09,Jul-20,21,5490,102800,1
American Express,USAA,3.46681E+14,Mikel F Grasso,4421,May-10,May-17,17,9226,55100,0
Visa,Chase,4.58299E+15,Dolores Bowen,319,Jan-12,Jan-20,10,4027,104300,1
Master Card,Capital One,5.45571E+15,Minh Witcher,996,Jun-16,Jun-31,13,5969,179100,0
Diners Club International,Diners Club,3.85655E+13,Jeanette P Richardson,704,Aug-15,Aug-21,17,7983,35500,0
American Express,Bank of America,3.43924E+14,Clark J Holifield,4835,Oct-09,Oct-20,10,7793,69500,0
Discover,Discover,6.01128E+15,Tracy H Ward,125,Oct-17,Oct-18,17,2686,100700,1
Diners Club International,Diners Club,3.6642E+13,Genie T Oberg,132,Oct-07,Oct-18,15,9419,118900,0
Master Card,Capital One,5.15772E+15,Derrick S Schmidt,858,Sep-14,Sep-18,4,1855,97300,0
Japan Credit Bureau,JCB,3.54386E+15,Galen A Sikora,608,Mar-12,Mar-14,26,6015,98500,0
Master Card,Citibank,5.34574E+15,Carmen Foley,368,Nov-13,Nov-26,13,1009,178600,0
Japan Credit Bureau,JCB,3.58603E+15,Karrie Montiel,496,Jan-16,Jan-23,12,7979,197800,0
Japan Credit Bureau,JCB,3.55238E+15,Shane Holland,465,Feb-12,Feb-25,7,8093,110600,1
Visa,USAA,4.06269E+15,Soila U Hershey,205,Sep-10,Sep-16,11,4051,116200,1
Japan Credit Bureau,JCB,3.5314E+15,Loretta C Marquez,280,Jun-07,Jun-09,3,9150,190400,0
Master Card,USAA,5.40465E+15,Yoko S Swinson,811,Jul-09,Jul-28,18,9309,15400,0
Visa,Chase,4.48205E+15,Vivian Frank,981,Feb-07,Feb-18,12,9338,196000,1
Diners Club International,Diners Club,3.05677E+13,Tracy D Rawlings,511,Nov-12,Nov-15,17,7106,153100,1
Japan Credit Bureau,JCB,3.53571E+15,Cathy J Forbes,489,Oct-09,Oct-24,6,2117,198800,1
Discover,Discover,6.01125E+15,Matt K Kinzer,208,May-13,May-20,6,6512,60700,0
Discover,Discover,6.01177E+15,Kim K Barr,76,Jun-13,Jun-23,8,1911,85700,0
Diners Club International,Diners Club,3.05235E+13,Hector Q Lenz,224,Sep-07,Sep-13,16,9340,73600,0
Master Card,Capital One,5.19338E+15,Carlos A Lyons,618,Dec-10,Dec-12,7,8054,194600,0
American Express,Bank of America,3.71647E+14,Merlin J Mcneill,5775,Jul-14,Jul-26,22,3285,88200,0
Visa,U.S. Bancorp,4.55768E+15,Brandon G Gilmore,350,May-09,May-26,23,347,196200,0
American Express,American Express,3.44745E+14,Rudy Cowell,9810,Mar-13,Mar-25,18,275,161300,0
